Country ISO3;Country Name;Indicator Id;Indicator;Subindicator Type;2015;2017
CAN;Canada;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;3.192830468;3.321401897
CAN;Canada;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;66;61
CAN;Canada;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;3.632906797;4.527765044
CAN;Canada;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;124;97
CAN;Canada;3554;WEF Environmental sustainability, 1-7 (best);Value;4.631062518;4.738147383
CAN;Canada;3555;WEF Environmental sustainability, 1-7 (best);Rank;26;20
CAN;Canada;3556;WEF Air transport infrastructure, 1-7 (best);Value;6.751701772;6.761152177
CAN;Canada;3557;WEF Air transport infrastructure, 1-7 (best);Rank;1;1
CAN;Canada;3558;WEF Ground and port infrastructure, 1-7 (best);Value;4.107531339;3.955944869
CAN;Canada;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;46;43
CAN;Canada;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;5.968947199;5.96800948
CAN;Canada;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;14;10
CAN;Canada;3562;WEF Natural resources pillar, 1-7 (best);Value;4.779904751;4.574888262
CAN;Canada;3563;WEF Natural resources pillar, 1-7 (best);Rank;10;19
CAN;Canada;3564;WEF Cultural resources and business travel, 1-7 (best);Value;4.018568745;4.1379551
CAN;Canada;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;15;15
CHE;Switzerland;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;4.989791216;4.942676706
CHE;Switzerland;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;6;10
CHE;Switzerland;3526;WEF Enabling environment subindex, 1-7 (best);Value;6.048926378;6.206600928
CHE;Switzerland;3527;WEF Enabling environment subindex, 1-7 (best);Rank;3;2
CHE;Switzerland;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;4.487413441;4.58047176
CHE;Switzerland;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;20;27
CHE;Switzerland;3530;WEF Infrastructure subindex, 1-7 (best);Value;5.794138671;5.67653803
CHE;Switzerland;3531;WEF Infrastructure subindex, 1-7 (best);Rank;1;3
CHE;Switzerland;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;3.628686375;3.307096108
CHE;Switzerland;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;20;33
CHE;Switzerland;3534;WEF Business environment, 1-7 (best);Value;5.759081471;5.998063842
CHE;Switzerland;3535;WEF Business environment, 1-7 (best);Rank;5;3
CHE;Switzerland;3536;WEF Safety and security pillar, 1-7 (best);Value;6.315320235;
CHE;Switzerland;3537;WEF Safety and security pillar, 1-7 (best);Rank;11;
CHE;Switzerland;3538;WEF Health and hygiene, 1-7 (best);Value;6.497780286;6.528018492
CHE;Switzerland;3539;WEF Health and hygiene, 1-7 (best);Rank;11;13
CHE;Switzerland;3540;WEF Human resources and labour market, 1-7 (best);Value;5.642700972;5.743443719
CHE;Switzerland;3541;WEF Human resources and labour market, 1-7 (best);Rank;1;2
CHE;Switzerland;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;6.029748925;6.35373019
CHE;Switzerland;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;8;3
CHE;Switzerland;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;5.644672016;5.576230858
CHE;Switzerland;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;12;13
CHE;Switzerland;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;4.110245854;4.130245854
CHE;Switzerland;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;21;30
CHE;Switzerland;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;2.567042903;2.811745327
CHE;Switzerland;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;141;136
CHE;Switzerland;3554;WEF Environmental sustainability, 1-7 (best);Value;5.62769299;5.803664999
CHE;Switzerland;3555;WEF Environmental sustainability, 1-7 (best);Rank;1;1
CHE;Switzerland;3556;WEF Air transport infrastructure, 1-7 (best);Value;5.027775966;4.935344172
CHE;Switzerland;3557;WEF Air transport infrastructure, 1-7 (best);Rank;8;11
CHE;Switzerland;3558;WEF Ground and port infrastructure, 1-7 (best);Value;6.002895246;5.890504783
CHE;Switzerland;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;4;4
CHE;Switzerland;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;6.351744802;6.203765136
CHE;Switzerland;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;5;6
CHE;Switzerland;3562;WEF Natural resources pillar, 1-7 (best);Value;4.322590522;3.744172551
CHE;Switzerland;3563;WEF Natural resources pillar, 1-7 (best);Rank;21;43
CHE;Switzerland;3564;WEF Cultural resources and business travel, 1-7 (best);Value;2.934782228;2.870019665
CHE;Switzerland;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;28;35
CHL;Chile;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;4.036961585;4.063111138
CHL;Chile;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;51;48
CHL;Chile;3526;WEF Enabling environment subindex, 1-7 (best);Value;5.09268542;5.105805732
CHL;Chile;3527;WEF Enabling environment subindex, 1-7 (best);Rank;50;54
CHL;Chile;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;4.58781873;4.65402246
CHL;Chile;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;11;15
CHL;Chile;3530;WEF Infrastructure subindex, 1-7 (best);Value;3.767074574;3.505287789
CHL;Chile;3531;WEF Infrastructure subindex, 1-7 (best);Rank;58;63
CHL;Chile;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;2.700267618;2.987328572
CHL;Chile;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;49;44
CHL;Chile;3534;WEF Business environment, 1-7 (best);Value;5.027096831;4.982612833
CHL;Chile;3535;WEF Business environment, 1-7 (best);Rank;29;33
CHL;Chile;3536;WEF Safety and security pillar, 1-7 (best);Value;5.975060575;
CHL;Chile;3537;WEF Safety and security pillar, 1-7 (best);Rank;30;
CHL;Chile;3538;WEF Health and hygiene, 1-7 (best);Value;5.177885562;5.18525614
CHL;Chile;3539;WEF Health and hygiene, 1-7 (best);Rank;74;74
CHL;Chile;3540;WEF Human resources and labour market, 1-7 (best);Value;4.659567072;4.755680962
CHL;Chile;3541;WEF Human resources and labour market, 1-7 (best);Rank;57;53
CHL;Chile;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;4.623817058;4.880919574
CHL;Chile;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;51;53
CHL;Chile;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;4.880535083;4.56915849
CHL;Chile;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;47;72
CHL;Chile;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;4.65329918;4.65329918
CHL;Chile;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;2;3
CHL;Chile;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;4.439515199;5.279291582
CHL;Chile;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;89;39
CHL;Chile;3554;WEF Environmental sustainability, 1-7 (best);Value;4.377925457;4.114340589
CHL;Chile;3555;WEF Environmental sustainability, 1-7 (best);Rank;43;69
CHL;Chile;3556;WEF Air transport infrastructure, 1-7 (best);Value;2.822452767;2.744591868
CHL;Chile;3557;WEF Air transport infrastructure, 1-7 (best);Rank;66;64
CHL;Chile;3558;WEF Ground and port infrastructure, 1-7 (best);Value;3.644377299;3.325769174
CHL;Chile;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;61;61
CHL;Chile;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;4.834393657;4.445502325
CHL;Chile;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;45;56
CHL;Chile;3562;WEF Natural resources pillar, 1-7 (best);Value;2.92900137;3.302122511
CHL;Chile;3563;WEF Natural resources pillar, 1-7 (best);Rank;67;59
CHL;Chile;3564;WEF Cultural resources and business travel, 1-7 (best);Value;2.471533865;2.672534633
CHL;Chile;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;40;40
CHN;China;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;4.544388903;4.723815409
CHN;China;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;17;15
CHN;China;3526;WEF Enabling environment subindex, 1-7 (best);Value;4.870263535;4.887408887
CHN;China;3527;WEF Enabling environment subindex, 1-7 (best);Rank;60;63
CHN;China;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;3.821985769;4.08099398
CHN;China;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;102;84
CHN;China;3530;WEF Infrastructure subindex, 1-7 (best);Value;3.74095135;3.829404314
CHN;China;3531;WEF Infrastructure subindex, 1-7 (best);Rank;60;51
CHN;China;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;5.74435496;6.097454453
CHN;China;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;1;1
CHN;China;3534;WEF Business environment, 1-7 (best);Value;4.248534534;4.235473528
CHN;China;3535;WEF Business environment, 1-7 (best);Rank;80;92
CHN;China;3536;WEF Safety and security pillar, 1-7 (best);Value;5.469483958;
CHN;China;3537;WEF Safety and security pillar, 1-7 (best);Rank;58;
CHN;China;3538;WEF Health and hygiene, 1-7 (best);Value;5.28986072;5.417463945
CHN;China;3539;WEF Health and hygiene, 1-7 (best);Rank;68;67
CHN;China;3540;WEF Human resources and labour market, 1-7 (best);Value;5.197675417;5.186017201
CHN;China;3541;WEF Human resources and labour market, 1-7 (best);Rank;16;25
CHN;China;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;4.145763046;4.612502553
CHN;China;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;72;64
CHN;China;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;4.734362632;4.796501673
CHN;China;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;55;50
CHN;China;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;2.522494096;2.999636954
CHN;China;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;96;72
CHN;China;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;5.104762542;5.30051878
CHN;China;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;34;38
CHN;China;3554;WEF Environmental sustainability, 1-7 (best);Value;2.926323804;3.227318515
CHN;China;3555;WEF Environmental sustainability, 1-7 (best);Rank;137;132
CHN;China;3556;WEF Air transport infrastructure, 1-7 (best);Value;4.27250101;4.306661548
CHN;China;3557;WEF Air transport infrastructure, 1-7 (best);Rank;25;24
CHN;China;3558;WEF Ground and port infrastructure, 1-7 (best);Value;3.914425729;3.951759976
CHN;China;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;53;44
CHN;China;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;3.035927311;3.229791419
CHN;China;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;102;92
CHN;China;3562;WEF Natural resources pillar, 1-7 (best);Value;5.050421315;5.251158906
CHN;China;3563;WEF Natural resources pillar, 1-7 (best);Rank;6;5
CHN;China;3564;WEF Cultural resources and business travel, 1-7 (best);Value;6.438288605;6.94375
CHN;China;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;4;1
CIV;Cote d'Ivoire;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;3.045000704;3.163351738
CIV;Cote d'Ivoire;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;117;109
CIV;Cote d'Ivoire;3526;WEF Enabling environment subindex, 1-7 (best);Value;3.623675063;3.826277877
CIV;Cote d'Ivoire;3527;WEF Enabling environment subindex, 1-7 (best);Rank;121;118
CIV;Cote d'Ivoire;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;3.401855377;3.693419323
CIV;Cote d'Ivoire;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;132;117
CIV;Cote d'Ivoire;3530;WEF Infrastructure subindex, 1-7 (best);Value;2.870432845;2.776667566
CIV;Cote d'Ivoire;3531;WEF Infrastructure subindex, 1-7 (best);Rank;97;93
CIV;Cote d'Ivoire;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;2.284039532;2.357042184
CIV;Cote d'Ivoire;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;70;75
CIV;Cote d'Ivoire;3534;WEF Business environment, 1-7 (best);Value;4.131322917;4.323872287
CIV;Cote d'Ivoire;3535;WEF Business environment, 1-7 (best);Rank;91;81
CIV;Cote d'Ivoire;3536;WEF Safety and security pillar, 1-7 (best);Value;4.678475448;
CIV;Cote d'Ivoire;3537;WEF Safety and security pillar, 1-7 (best);Rank;105;
CIV;Cote d'Ivoire;3538;WEF Health and hygiene, 1-7 (best);Value;3.075576232;2.556655997
CIV;Cote d'Ivoire;3539;WEF Health and hygiene, 1-7 (best);Rank;127;134
CIV;Cote d'Ivoire;3540;WEF Human resources and labour market, 1-7 (best);Value;3.288698733;3.742483224
CIV;Cote d'Ivoire;3541;WEF Human resources and labour market, 1-7 (best);Rank;135;124
CIV;Cote d'Ivoire;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;2.944301985;3.539054305
CIV;Cote d'Ivoire;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;111;104
CIV;Cote d'Ivoire;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;3.305897011;3.529332806
CIV;Cote d'Ivoire;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;132;118
CIV;Cote d'Ivoire;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;1.755067169;2.615067169
CIV;Cote d'Ivoire;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;130;94
CIV;Cote d'Ivoire;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;4.456609198;4.352149489
CIV;Cote d'Ivoire;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;88;107
CIV;Cote d'Ivoire;3554;WEF Environmental sustainability, 1-7 (best);Value;4.089848133;4.27712783
CIV;Cote d'Ivoire;3555;WEF Environmental sustainability, 1-7 (best);Rank;71;55
CIV;Cote d'Ivoire;3556;WEF Air transport infrastructure, 1-7 (best);Value;2.039290561;2.180371979
CIV;Cote d'Ivoire;3557;WEF Air transport infrastructure, 1-7 (best);Rank;108;91
CIV;Cote d'Ivoire;3558;WEF Ground and port infrastructure, 1-7 (best);Value;3.309875575;3.201954117
CIV;Cote d'Ivoire;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;74;67
CIV;Cote d'Ivoire;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;3.262132399;2.947676602
CIV;Cote d'Ivoire;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;96;101
CIV;Cote d'Ivoire;3562;WEF Natural resources pillar, 1-7 (best);Value;3.301200864;3.454143039
CIV;Cote d'Ivoire;3563;WEF Natural resources pillar, 1-7 (best);Rank;51;54
CIV;Cote d'Ivoire;3564;WEF Cultural resources and business travel, 1-7 (best);Value;1.266878201;1.259941329
CIV;Cote d'Ivoire;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;119;120
CMR;Cameroon;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;2.947238423;2.876633236
CMR;Cameroon;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;122;126
CMR;Cameroon;3526;WEF Enabling environment subindex, 1-7 (best);Value;3.729086577;3.686055573
CMR;Cameroon;3527;WEF Enabling environment subindex, 1-7 (best);Rank;119;121
CMR;Cameroon;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;3.494229142;3.413882371
CMR;Cameroon;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;128;131
CMR;Cameroon;3530;WEF Infrastructure subindex, 1-7 (best);Value;2.328557678;2.107622543
CMR;Cameroon;3531;WEF Infrastructure subindex, 1-7 (best);Rank;125;126
CMR;Cameroon;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;2.237080296;2.298972455
CMR;Cameroon;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;76;81
CMR;Cameroon;3534;WEF Business environment, 1-7 (best);Value;3.955027398;4.009589149
CMR;Cameroon;3535;WEF Business environment, 1-7 (best);Rank;112;117
CMR;Cameroon;3536;WEF Safety and security pillar, 1-7 (best);Value;5.285131608;
CMR;Cameroon;3537;WEF Safety and security pillar, 1-7 (best);Rank;77;
CMR;Cameroon;3538;WEF Health and hygiene, 1-7 (best);Value;3.317515581;3.14095136
CMR;Cameroon;3539;WEF Health and hygiene, 1-7 (best);Rank;120;121
CMR;Cameroon;3540;WEF Human resources and labour market, 1-7 (best);Value;4.201940527;4.351661752
CMR;Cameroon;3541;WEF Human resources and labour market, 1-7 (best);Rank;98;88
CMR;Cameroon;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;1.885817774;2.674494132
CMR;Cameroon;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;136;122
CMR;Cameroon;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;3.424505581;2.757279781
CMR;Cameroon;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;128;132
CMR;Cameroon;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;1.795628817;1.795628817
CMR;Cameroon;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;129;127
CMR;Cameroon;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;4.825514116;4.989085974
CMR;Cameroon;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;60;58
CMR;Cameroon;3554;WEF Environmental sustainability, 1-7 (best);Value;3.931268055;4.113534911
CMR;Cameroon;3555;WEF Environmental sustainability, 1-7 (best);Rank;82;70
CMR;Cameroon;3556;WEF Air transport infrastructure, 1-7 (best);Value;1.791972121;1.630597936
CMR;Cameroon;3557;WEF Air transport infrastructure, 1-7 (best);Rank;126;127
CMR;Cameroon;3558;WEF Ground and port infrastructure, 1-7 (best);Value;2.602828119;2.247561611
CMR;Cameroon;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;117;120
CMR;Cameroon;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;2.590872792;2.444708082
CMR;Cameroon;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;123;119
CMR;Cameroon;3562;WEF Natural resources pillar, 1-7 (best);Value;3.183108104;3.294304877
CMR;Cameroon;3563;WEF Natural resources pillar, 1-7 (best);Rank;55;60
CMR;Cameroon;3564;WEF Cultural resources and business travel, 1-7 (best);Value;1.291052489;1.303640034
CMR;Cameroon;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;112;114
COD;Congo, Dem. Rep.;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;;2.63786684
COD;Congo, Dem. Rep.;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;;133
COD;Congo, Dem. Rep.;3526;WEF Enabling environment subindex, 1-7 (best);Value;;3.270722345
COD;Congo, Dem. Rep.;3527;WEF Enabling environment subindex, 1-7 (best);Rank;;132
COD;Congo, Dem. Rep.;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;;2.803579849
COD;Congo, Dem. Rep.;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;;136
COD;Congo, Dem. Rep.;3530;WEF Infrastructure subindex, 1-7 (best);Value;;1.770500509
COD;Congo, Dem. Rep.;3531;WEF Infrastructure subindex, 1-7 (best);Rank;;136
COD;Congo, Dem. Rep.;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;;2.706664656
COD;Congo, Dem. Rep.;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;;55
COD;Congo, Dem. Rep.;3534;WEF Business environment, 1-7 (best);Value;;4.07728622
COD;Congo, Dem. Rep.;3535;WEF Business environment, 1-7 (best);Rank;;107
COD;Congo, Dem. Rep.;3538;WEF Health and hygiene, 1-7 (best);Value;;2.769831635
COD;Congo, Dem. Rep.;3539;WEF Health and hygiene, 1-7 (best);Rank;;129
COD;Congo, Dem. Rep.;3540;WEF Human resources and labour market, 1-7 (best);Value;;3.876469468
COD;Congo, Dem. Rep.;3541;WEF Human resources and labour market, 1-7 (best);Rank;;118
COD;Congo, Dem. Rep.;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;;1.589414007
COD;Congo, Dem. Rep.;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;;135
COD;Congo, Dem. Rep.;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;;1.892194209
COD;Congo, Dem. Rep.;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;;136
COD;Congo, Dem. Rep.;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;;1.509130151
COD;Congo, Dem. Rep.;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;;135
COD;Congo, Dem. Rep.;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;;3.842674468
COD;Congo, Dem. Rep.;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;;126
COD;Congo, Dem. Rep.;3554;WEF Environmental sustainability, 1-7 (best);Value;;3.970320568
COD;Congo, Dem. Rep.;3555;WEF Environmental sustainability, 1-7 (best);Rank;;87
COD;Congo, Dem. Rep.;3556;WEF Air transport infrastructure, 1-7 (best);Value;;1.606931056
COD;Congo, Dem. Rep.;3557;WEF Air transport infrastructure, 1-7 (best);Rank;;128
COD;Congo, Dem. Rep.;3558;WEF Ground and port infrastructure, 1-7 (best);Value;;1.791644008
COD;Congo, Dem. Rep.;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;;136
COD;Congo, Dem. Rep.;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;;1.912926463
COD;Congo, Dem. Rep.;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;;134
COD;Congo, Dem. Rep.;3562;WEF Natural resources pillar, 1-7 (best);Value;;4.055486175
COD;Congo, Dem. Rep.;3563;WEF Natural resources pillar, 1-7 (best);Rank;;33
COD;Congo, Dem. Rep.;3564;WEF Cultural resources and business travel, 1-7 (best);Value;;1.357843137
COD;Congo, Dem. Rep.;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;;104
COL;Colombia;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;3.725982531;3.8299357
COL;Colombia;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;68;62
COL;Colombia;3526;WEF Enabling environment subindex, 1-7 (best);Value;4.077047124;4.118684612
COL;Colombia;3527;WEF Enabling environment subindex, 1-7 (best);Rank;103;106
COL;Colombia;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;4.240151225;4.3323657
COL;Colombia;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;55;62
COL;Colombia;3530;WEF Infrastructure subindex, 1-7 (best);Value;2.916004572;2.947812328
COL;Colombia;3531;WEF Infrastructure subindex, 1-7 (best);Rank;95;86
COL;Colombia;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;3.670727205;3.92088016
COL;Colombia;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;19;17
COL;Colombia;3534;WEF Business environment, 1-7 (best);Value;3.992972266;4.023322758
COL;Colombia;3535;WEF Business environment, 1-7 (best);Rank;108;111
COL;Colombia;3536;WEF Safety and security pillar, 1-7 (best);Value;2.819896565;
COL;Colombia;3537;WEF Safety and security pillar, 1-7 (best);Rank;140;
COL;Colombia;3538;WEF Health and hygiene, 1-7 (best);Value;4.967093327;4.987024274
COL;Colombia;3539;WEF Health and hygiene, 1-7 (best);Rank;85;86
COL;Colombia;3540;WEF Human resources and labour market, 1-7 (best);Value;4.43900972;4.621490867
COL;Colombia;3541;WEF Human resources and labour market, 1-7 (best);Rank;79;66
COL;Colombia;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;4.166263744;4.374865208
COL;Colombia;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;67;69
COL;Colombia;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;4.308444996;4.130207434
COL;Colombia;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;92;97
COL;Colombia;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;4.298521895;4.641379038
COL;Colombia;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;8;4
COL;Colombia;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;4.474178226;4.383613818
COL;Colombia;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;86;103
COL;Colombia;3554;WEF Environmental sustainability, 1-7 (best);Value;3.87945978;4.174262511
COL;Colombia;3555;WEF Environmental sustainability, 1-7 (best);Rank;87;62
COL;Colombia;3556;WEF Air transport infrastructure, 1-7 (best);Value;2.659637189;2.83183829
COL;Colombia;3557;WEF Air transport infrastructure, 1-7 (best);Rank;70;60
COL;Colombia;3558;WEF Ground and port infrastructure, 1-7 (best);Value;2.503350505;2.320499583
COL;Colombia;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;124;116
COL;Colombia;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;3.585026021;3.691099112
COL;Colombia;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;90;82
COL;Colombia;3562;WEF Natural resources pillar, 1-7 (best);Value;4.132414782;4.470499582
COL;Colombia;3563;WEF Natural resources pillar, 1-7 (best);Rank;24;22
COL;Colombia;3564;WEF Cultural resources and business travel, 1-7 (best);Value;3.209039627;3.371260738
COL;Colombia;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;24;20
CPV;Cabo Verde;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;3.463651834;3.552187355
CPV;Cabo Verde;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;86;83
CPV;Cabo Verde;3526;WEF Enabling environment subindex, 1-7 (best);Value;4.429701818;4.569046681
CPV;Cabo Verde;3527;WEF Enabling environment subindex, 1-7 (best);Rank;82;80
CPV;Cabo Verde;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;4.111402052;4.336438714
CPV;Cabo Verde;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;76;61
CPV;Cabo Verde;3530;WEF Infrastructure subindex, 1-7 (best);Value;3.872168535;3.732665632
CPV;Cabo Verde;3531;WEF Infrastructure subindex, 1-7 (best);Rank;55;56
CPV;Cabo Verde;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;1.441334933;1.570598392
CPV;Cabo Verde;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;139;132
